source_name,source_link,event_id,event_date,event_title,event_description,location_description,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,max_rainfall_7d,elevation_m,slope_deg,location_accuracy_km,is_rain_triggered,landslide_size_encoded,FAOSOIL,DOMSOI
Morung Express,https://web.archive.org/web/20110627132314/http://www.morungexpress.com/regional/67365.html,3637,2011-06-21 00:00:00,"Lasumi village in Phek district, Kohima","June 24 : A major landslide damaged a residential building including paddy fields at Lasumi village in Phek district on June 21 last, destroying properties and crops worth nearly Rs. 16 lakhs. The landslide carried away the whole residential building of Dipelo, G.B, Lasumi village, costing an estimated amount of Rs 4,07,000.   Besides damaging the residential building, about 30 households rice paddy fields where paddy transplantation already been done, also badly affected worth Rs 10,70,000. Meanwhile, the Zuketsa Area Public Organization (ZAPO) expressed its appreciation to the EAC Zuketsa, Police OC Khezhak committee, BDO Pfutsero, entire Lasumi villagers, neighbouring villages for coming forward to extend helping hand to retrieve the properties though it was not possible to rescue or take out anything.","Lasumi village in Phek district, Kohima",landslide,rain,medium,deforested_slope,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,0.50696,94.2341227,25.51614662,8.32,18.31,51.05,87.17,11.49,1646.0,20.170835089310476,1.0,True,2.0,Ao76-2/3c,Ao
Assam Times,http://www.assamtimes.org/node/14780,7933,2015-09-01 00:00:00,Maligaon,"The incessant rains that lashed Guwahati and its adjoining areas are likely to result in landslide soon. Local residents in Amingaon, Thirteenth Mile, Nineth Mile, Maligaon areas fear the tragic rerun of landslide incidents in near future. The district administration has yet to keep the denizens on alert in view of the incessant rains to be followed by massive landslide. Notably, a woman and her 2 year old daughter died a tragic death when a huge rock slipped into the hut where they were sleeping in Amingaon area on Tuesday wee hours.",Maligaon,rock_fall,rain,medium,unknown,2.0,0.0,India,IN,Assam,17516.0,North Guwāhāti,4.7809,91.6739,26.1868,8.4,82.12,160.64,275.04,43.38,49.0,2.9622641720368694,1.0,True,2.0,Ao79-a,Ao
The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,7263,2015-07-22 00:00:00,"15 kms from Maram, National Highway-102/A (Maram Peren road)",Reports collected from different areas of the district said that massive landslide along the newly christened National Highway-102/A (Maram Peren road) has totally cut off villages in Willong and Yangkhullen circle. Sources specified of major landslides in different locations including 15 kms from Maram,"15 kms from Maram, National Highway-102/A (Maram Peren road)",landslide,continuous_rain,medium,above_road,0.0,0.0,India,IN,Manipur,92113.0,Kohima,25.91151,94.0489,25.4477,10.3,41.39,117.9,163.55,33.49,1325.0,24.119907126086968,1.0,True,2.0,Ao76-2/3c,Ao
morungexpress,http://www.morungexpress.com/local/50451.html,1986,2010-06-15 00:00:00,"Fazl Ali College, Mokokchung, Nagaland","On Tuesday, June 15, 2010 incessant rain triggered landslides at Falz Ali College Mokokchung, at one side of the 3-storied building Science Stream, damaging the Physics laboratory set up at the ground floor.  The Principal of the college, Kuholi Chishi reported the incident to the district administration. SDO (Civil) Nungsangmenla visited the college to ascertain the damage caused to the building, particularly the Physics lab of the college. Following the landslide, two pillars of the stairway connecting the Science Stream building with the premises of the main building were forced to hang precariously.","Fazl Ali College, Mokokchung, Nagaland",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Nagaland,34021.0,Mokokchūng,3.41935,94.5512,26.3335,40.07,75.47,135.07,246.39,40.07,1372.0,7.704690069377325,1.0,True,2.0,Ao76-2/3c,Ao
Daily News and Analysis,http://www.dnaindia.com/india/report_tawang-monastery-faces-danger-due-to-landslides_1472890,2743,2010-11-22 00:00:00,"Tawang Monastery, Arunachal Pradesh","The famous Tawang Monastery in Arunachal Pradesh is under imminent threat of collapse following massive landslides around it.  The 330-year-old monastery, also known as Gaden Namgyal Lhatse, which stands on the spur of a hill about 10,000 feet above sea level, is witnessingmassive landslide around it since Monday, officials said.  The landslide had already damaged the plantation and some electric posts around the monastery located in Twang-chu valley of Tawang district, they said.","Tawang Monastery, Arunachal Pradesh",landslide,unknown,medium,natural_slope,0.0,0.0,India,IN,Arunachal Pradesh,4831.0,Tawang,6.76172,91.85672387,27.5798729,0.0,1.5,2.56,2.56,1.42,2745.0,23.60412220046119,1.0,False,2.0,Ao80-2bc,Ao
The Olympian,http://www.theolympian.com/2015/05/27/3746897/rhododendron-explorers-from-south.html,7031,2015-05-24 00:00:00,"Bop, Sikkim","Approximately 1200 tourists were stranded. The landslide blocked three switchbacks on the main road. By the evening, that stretch was impassable.","Bop, Sikkim",landslide,unknown,medium,above_road,0.0,0.0,India,IN,Sikkim,1464.0,Mangan,17.93173,88.6586,27.6163,0.21,9.49,26.27,51.07,11.83,1842.0,31.364113895216203,1.0,False,2.0,Bd32-2bc,Bd
Indian Express,http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/,9336,2016-05-18 08:00:00,"Ramchandi , Hailakandi District, Assam, India","Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. In neighbouring Hailakandi district, two incidents of landslide killed four persons at Bilaipur and a six-year old boy at Ramchandi area, police officials said. The debris fell on two houses where the victims were sleeping early in the morning, they said. NDRF and police have been engaged in rescue and relief operations.","Ramchandi , Hailakandi District, Assam, India",landslide,continuous_rain,small,unknown,1.0,0.0,India,IN,Assam,10942.0,Lāla,10.83583,92.5121,24.5308,75.63,179.71,267.55,301.52,75.63,58.0,10.280713071431196,1.0,True,1.0,Gd25-2a,Gd
Business Standard,http://www.business-standard.com/article/pti-stories/communication-to-tezu-snapped-due-to-landslide-114051000401_1.html,6015,2014-05-08 00:00:00,Lohit District of Arunachal Pradesh,"Landslides triggered by the first monsoon spell have snapped surface communication to Tezu in Lohit district of Arunachal Pradesh. The headquarters town of Tezu was cut off from rest of the state following massive landslides due to incessant rain in the past few days. According to official sources, heavy landslides beyond 5 km point from Tohangam (O Point) have brought vehicular movement to a standstill. ""Due to sinking of the steep hill and continuous mudslide, it is foiling our rigorous efforts. For few hours the mud was cleared and the road was made thorough but the continuous rain is creating hurdles in restoration works,"" BRO official P K Gupta informed. The Alubari Ghat connecting Tezu with Namsai had also been closed owing to surging waters of the Lohit river and its tributaries, sources said.",Lohit District of Arunachal Pradesh,mudslide,rain,medium,above_road,0.0,0.0,India,IN,Arunachal Pradesh,14927.0,Tezu,4.5707,96.174,27.9032,33.77,55.08,62.54,76.49,33.77,208.0,0.926369172997235,1.0,True,2.0,Af48-2ab,Af
The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep0815/oth058,8012,2015-09-06 15:00:00,"Umling, Meghalaya 793102, India","SHILLONG, Sept 7 - Traffic movement was disrupted on National Highway 40 (Guwahati-Shillong Road) on Sunday afternoon due to a massive landslide at Umling, Ri-Bhoi district. However, one lane has been cleared for traffic movement today. Vehicles were stranded for several hours at the Highway. Superintendent of Police, Ri-Bhoi district, GD Kharwanlang rushed to the spot and diverted light vehicles through a different route.  Light vehicles were directed from Byrnihat to Umden and onward towards Nongpoh and Shillong. Similarly, vehicles from Shillong were diverted to Umling-Sohkhwai route and then to 20 Mile. But heavy vehicles were stranded on the highway yesterday.  “Weather permitting we would be able to clear the other lane this evening or tomorrow,” Kharwanlang said over the phone from Nongpoh today.  It is also being advised that those travelling between Guwahati and Shillong can take the Shillong-Mairang- Patharkhmah-Rani route.","Umling, Meghalaya 793102, India",landslide,unknown,medium,above_road,0.0,0.0,India,IN,Meghalaya,14387.0,Nongpoh,7.75972,91.8584,25.9703,0.87,29.57,121.4,241.37,37.65,285.0,11.565823006032677,1.0,False,2.0,Nd2-2b,Nd
Shillong Times,http://www.theshillongtimes.com/2015/08/20/child-washed-away-in-tura/,7335,2015-08-18 09:00:00,Tura Civil Hospital,A landslip on Tuesday also damaged shops in the Tura Civil Hospital vicinity.,Tura Civil Hospital,landslide,continuous_rain,medium,urban,0.0,0.0,India,IN,Meghalaya,63645.0,Tura,0.03796,90.2023,25.5145,15.22,43.75,59.02,97.19,17.21,313.0,11.56504348955916,1.0,True,2.0,Nd2-2b,Nd
Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=may0216/oth058,9405,2016-04-19 00:00:00,"Techahan Ward, Mon, Nagaland, India","(Landslide may have occurred within a week of April 19. )Altogether, 200 hailstorm affected families in Mon town of Nagaland have been given cash relief under the State Disaster Response Fund. Nagaland State Disaster Management Authority (NSDMA) and District Disaster Management Authority (DDMA) officials had undertaken a field assessment of the damages caused by heavy rainfall, hailstorm and windstorm in Mon district in April. Accordingly, relief was given to the families affected by landslide at Techahan Ward of Mon town.  Techahan Ward was affected by a massive landslide triggered by the incessant heavy rainfall that lashed the town for about six days in a row during the third week of April. About 70 houses were completely damaged and 130 houses severely affected displacing about 125 families.  One Government Primary School building located in the ward was also damaged by the landslide. Massive landslide had caused road blockage of Tobu-Mon BRO road.","Techahan Ward, Mon, Nagaland, India",landslide,continuous_rain,medium,unknown,0.0,0.0,India,IN,Nagaland,18742.0,Mon,3.71285,95.0243,26.7223,10.83,37.9,68.11,126.33,19.13,698.0,15.584319140976891,1.0,True,2.0,Ao76-2/3c,Ao
e-pao.net,http://e-pao.net/GP.asp?src=24..050913.sep13,5431,2013-09-01 00:00:00,"Tamenglong, Manipur","The incessant rains have caused mudslides causing great havoc in different parts of Tamenglong district. Many people have also lost their properties in the mudslides at Tamenglong town areas. One major mudslide was occurred at Tamenglong ward No.IV near the petrol pump. One store belonging to DM Wangiangdin has been totally damaged. His Alto Maruti car (Suzuki MN01X3673) which was kept inside the store house was also partially damaged by the mudslide. The residence of one Asam Gonmei has also been submerged by the mudslide, leading to lose of all properties. On account of the mudslide, Tamei- Tamenglong road has remained cut off since September 1.","Tamenglong, Manipur",mudslide,continuous_rain,medium,unknown,0.0,0.0,India,IN,Assam,7176.0,Mahur,45.4148,93.5063,24.9829,5.42,8.29,54.14,85.41,27.94,1305.0,31.44272371697256,5.0,True,2.0,Bh16-2/3c,Bh
Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6287,2014-09-22 00:00:00,Dhirenpara,"On the other hand, several incidents of landslides were reported from Dhirenpara, Koinadhara, Gorhchuk, Noonmati and Pamohi.",Dhirenpara,landslide,rain,small,unknown,0.0,0.0,India,IN,Assam,899094.0,Guwahati,7.29559,91.7056,26.1295,126.76,191.59,231.7,266.59,126.76,142.0,5.55400861892472,5.0,True,1.0,Ao79-a,Ao
kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39638&typeid=2,313,2007-10-16 00:00:00,"NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland","occurred at 2pm, stranded vehicles on road between cities, multiple events on road","NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland",landslide,rain,large,unknown,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,10.39298,94.0132,25.7055,15.77,31.91,39.47,71.12,15.78,1451.0,14.569286101009892,5.0,True,3.0,Ao76-2/3c,Ao
Arunchal Times,http://www.arunachaltimes.in/monsoon-fury-continues-to-pound-tawang/,9252,2016-07-28 00:00:00,"Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India","Monsoon fury continues to pound Tawang with the rain not stopping, triggering heavy landslide causing extensive damages to roads, snapping water and power supplies in large part of the district. Fresh incidents of landslides and house collapses were reported on Friday after moderate to heavy rains lashed the region. Already cut-off from the mainland with water and power supply snapped, the connectivity inside the Lumla sub-division has been choked, bringing administrative functioning to a grinding halt. A major landslide has occurred at Dolma Lhakang complex on Thursday posing threat to the Tara Devi statue which is religious tourist place. “Landslide was taking place since last few days but it has reached near the statue due to continuous rain since Thursday. Immediate measures are needed to prevent further damage”, said Lama Tsedar, a monk. “Dolma Lhakang is an important landmark for Lumla, both from religious and tourism point of view. We are positive that administration will work o","Dolma Lhakang complex, Lumla, Tawang,  Arunachal Pradesh, India",landslide,monsoon,medium,unknown,0.0,0.0,India,IN,Arunachal Pradesh,4831.0,Tawang,5.92679,91.8644,27.5748,14.04,27.35,78.71,147.03,22.38,2687.0,11.67372935280908,5.0,True,2.0,Ao80-2bc,Ao
E-PAO,http://e-pao.net/GP.asp?src=26..120815.aug15,7665,2015-08-11 00:00:00,Khoupum,"In a press statement, ZB-AMN General Secretary Dr Gairiangmei Maringmei said due to recent incessant rain, several areas of the Zeliangrong region have experienced landslides.",Khoupum,landslide,continuous_rain,medium,unknown,0.0,0.0,India,IN,Manipur,0.0,Bishnupur,31.62348,93.5291,24.7016,1.62,29.54,76.66,200.84,33.86,657.0,12.984858642158148,5.0,True,2.0,Bh16-2/3c,Bh
International Business Times,http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439,7590,2015-08-19 00:00:00,Tongseng,"Minor landslides were also reported in Tongseng, Ratacherra and Dona areas.",Tongseng,landslide,rain,small,unknown,0.0,0.0,India,IN,Meghalaya,55290.0,Karīmganj,30.27913,92.3807,25.1416,41.24,100.47,149.45,253.17,41.77,158.0,10.756185231515634,5.0,True,1.0,Ge53-3a,Ge
ptinews,http://www.ptinews.com/news/316483_Three-killed--ten-injured-in-Mizoram-landslide,1222,2009-10-05 00:00:00,"Chhinga Veng, Aizawl","Three persons, including a five-year-old girl, were killed and ten others injured when a massive landslide triggered by rains swept away a building at Chhinga Veng locality here, police said. Besides a five-year-old girl, her grandmother and a 23-year-old woman were also killed when the building, occupied by four families, collapsed and swept away by the landslide, they said.","Chhinga Veng, Aizawl",landslide,downpour,medium,urban,3.0,0.0,India,IN,Mizoram,265331.0,Aizawl,0.93904,92.72124394,23.73478778,16.64,63.8,74.72,104.01,31.84,980.0,23.248272553867388,5.0,True,2.0,Bd61-2c,Bd
